timestamp,source,title,buffett_ridicule,insanity_score,reason
2026-06-03 01:15:37,디시_usstock,변동성 장세 플랫폼 점검,False,10,
2026-06-03 01:15:37,디시_usstock,레인보우로보틱스 vs 로보티즈: 로봇 관련주 비교 분석,False,10,
2026-06-03 01:15:37,디시_usstock,[LS증권]설치 없는 웹트레이딩 trenz 미리 보기,False,0,
2026-06-03 01:15:37,디시_usstock,미국주식 텔레 정보공유 채널 아시는분?,False,0,
2026-06-03 01:15:37,디시_usstock,2026-04-01 장전 브리핑(장 시작 전 체크사항),False,0,
2026-06-03 01:15:37,디시_usstock,AMD 344→419달러 반등했습니다. 5월4일 올린 영상 다시 보신분?,False,20,
2026-06-03 01:15:37,디시_usstock,아무도 없누,False,0,
2026-06-03 01:15:37,디시_usstock,[NH선물] 삼성전자 API 자동매매 직접 세팅해보기,False,10,
2026-06-03 01:15:37,디시_usstock,"국내 증권사 국내선물, 해외선물 증거금 지원 서비스",False,10,
2026-06-03 01:15:37,디시_usstock,남는 인터넷 대역으로 채굴! 스마트폰/PC 채굴 방법 공유!,False,70,
2026-06-03 01:15:37,디시_usstock,유니티소프트웨어 전고가 가즈아~!,False,70,
2026-06-03 01:15:37,디시_usstock,$,False,0,
2026-06-03 01:15:37,디시_usstock,"[디시人터뷰] '치킨소녀'에서 글로벌 치어리더로, 거침없이 도전하는 후지모토 아야카",False,0,
2026-06-03 01:15:37,디시_usstock,미국 배당주 10종목 분석,False,10,
2026-06-03 01:15:37,디시_usstock,슨피 나스닥 매수해라,True,75,
2026-06-03 01:15:37,디시_usstock,미국주식 유튜버 애 잘하는지 봐줘. 단타슈프림,False,30,
2026-06-03 01:15:37,디시_usstock,아니 ㅋㅋㅋ 요즘 누가 장투함?,True,75,
2026-06-03 01:15:37,디시_usstock,쇼츠나 챌린지로 화제성 제대로 챙긴 스타는?,False,20,
2026-06-03 01:15:37,디시_usstock,"[삼성선물] 천연가스, 역대급 무더위?",False,20,
2026-06-03 01:21:34,디시_usstock,유니티소프트웨어 전고가 가즈아~!,False,70,
2026-06-03 01:21:34,디시_usstock,AMD 344→419달러 반등했습니다. 5월4일 올린 영상 다시 보신분?,False,30,
2026-06-03 01:21:34,디시_usstock,[LS증권]설치 없는 웹트레이딩 trenz 미리 보기,False,0,
2026-06-03 01:21:34,디시_usstock,"[디시人터뷰] '치킨소녀'에서 글로벌 치어리더로, 거침없이 도전하는 후지모토 아야카",False,0,
2026-06-03 01:21:34,디시_usstock,2026-04-01 장전 브리핑(장 시작 전 체크사항),False,0,
2026-06-03 01:21:34,디시_usstock,"국내 증권사 국내선물, 해외선물 증거금 지원 서비스",False,20,
2026-06-03 01:21:34,디시_usstock,슨피 나스닥 매수해라,True,75,
2026-06-03 01:21:34,디시_usstock,[NH선물] 삼성전자 API 자동매매 직접 세팅해보기,False,20,
2026-06-03 01:21:34,디시_usstock,미국주식 유튜버 애 잘하는지 봐줘. 단타슈프림,False,40,
2026-06-03 01:21:34,디시_usstock,변동성 장세 플랫폼 점검,False,20,
2026-06-03 01:21:34,디시_usstock,미국주식 텔레 정보공유 채널 아시는분?,False,0,
2026-06-03 01:21:34,디시_usstock,아무도 없누,False,0,
2026-06-03 01:21:34,디시_usstock,쇼츠나 챌린지로 화제성 제대로 챙긴 스타는?,False,20,
2026-06-03 01:21:34,디시_usstock,아니 ㅋㅋㅋ 요즘 누가 장투함?,True,75,
2026-06-03 01:21:34,디시_usstock,남는 인터넷 대역으로 채굴! 스마트폰/PC 채굴 방법 공유!,False,75,
2026-06-03 01:21:34,디시_usstock,"[삼성선물] 천연가스, 역대급 무더위?",False,20,
2026-06-03 01:21:34,디시_usstock,레인보우로보틱스 vs 로보티즈: 로봇 관련주 비교 분석,False,20,
2026-06-03 01:21:34,디시_usstock,$,False,0,
2026-06-03 01:21:34,디시_usstock,미국 배당주 10종목 분석,False,20,
2026-06-03 01:24:50,디시_usstock,"[디시人터뷰] '치킨소녀'에서 글로벌 치어리더로, 거침없이 도전하는 후지모토 아야카",False,0,
2026-06-03 01:24:50,디시_usstock,미국주식 텔레 정보공유 채널 아시는분?,False,0,
2026-06-03 01:24:50,디시_usstock,AMD 344→419달러 반등했습니다. 5월4일 올린 영상 다시 보신분?,False,30,
2026-06-03 01:24:50,디시_usstock,미국주식 유튜버 애 잘하는지 봐줘. 단타슈프림,False,30,
2026-06-03 01:24:50,디시_usstock,유니티소프트웨어 전고가 가즈아~!,False,70,
2026-06-03 01:24:50,디시_usstock,아무도 없누,False,0,
2026-06-03 01:24:50,디시_usstock,남는 인터넷 대역으로 채굴! 스마트폰/PC 채굴 방법 공유!,False,70,
2026-06-03 01:24:50,디시_usstock,[LS증권]설치 없는 웹트레이딩 trenz 미리 보기,False,0,
2026-06-03 01:24:50,디시_usstock,쇼츠나 챌린지로 화제성 제대로 챙긴 스타는?,False,30,
2026-06-03 01:24:50,디시_usstock,변동성 장세 플랫폼 점검,False,20,
2026-06-03 01:24:50,디시_usstock,미국 배당주 10종목 분석,False,10,
2026-06-03 01:24:50,디시_usstock,슨피 나스닥 매수해라,True,75,
2026-06-03 01:24:50,디시_usstock,"국내 증권사 국내선물, 해외선물 증거금 지원 서비스",False,10,
2026-06-03 01:24:50,디시_usstock,레인보우로보틱스 vs 로보티즈: 로봇 관련주 비교 분석,False,10,
2026-06-03 01:24:50,디시_usstock,[NH선물] 삼성전자 API 자동매매 직접 세팅해보기,False,10,
2026-06-03 01:24:50,디시_usstock,아니 ㅋㅋㅋ 요즘 누가 장투함?,True,75,
2026-06-03 01:24:50,디시_usstock,$,False,0,
2026-06-03 01:24:50,디시_usstock,"[삼성선물] 천연가스, 역대급 무더위?",False,20,
2026-06-03 01:24:50,디시_usstock,2026-04-01 장전 브리핑(장 시작 전 체크사항),False,0,
2026-06-03 01:28:06,에펨코리아,난 좀 무식하게 돈 모았는데,False,1,
2026-06-03 01:28:06,에펨코리아,엔 비 시 발,False,0,
2026-06-03 01:28:06,에펨코리아,"루멘,아오이 매도하고 타점 다시 잡으려다가 놓칠라나",False,0,
2026-06-03 01:28:06,에펨코리아,우리 엄마 주식,False,0,
2026-06-03 01:28:06,에펨코리아,브컴 어닝플 해볼만하려나,False,0,
2026-06-03 01:28:06,에펨코리아,앤트로픽 실발때마다 난리나겠지?,False,0,
2026-06-03 01:28:06,에펨코리아,속슬 누가 머리채 잡고 끌어 내리냐,False,0,
2026-06-03 01:28:06,에펨코리아,하방 든든한 오라클 사세요,False,2,
2026-06-03 01:28:06,에펨코리아,루비오 미 국무장관 “이란전쟁 끝났다”,False,0,
2026-06-03 01:28:06,에펨코리아,전체 삭제,False,0,
2026-06-03 01:28:06,에펨코리아,정보) 대략 3년뒤 마이클버리,False,0,
2026-06-03 01:28:06,에펨코리아,"속보) 스페이스X, IPO서 기업가치 17조5,000억달러, 750억달러 조달 목표 - 로이터",False,0,
2026-06-03 01:28:06,에펨코리아,마이클버리 수익률 개웃기네 ㅋㅋㅋㅋ,False,2,
2026-06-03 01:28:06,에펨코리아,안녕하세요 민간 연준위원입니다,False,0,
2026-06-03 01:28:06,에펨코리아,와 제미나이 시발 사기 맞네,False,0,
2026-06-03 01:28:06,에펨코리아,마벨 추매마려운데,False,0,
2026-06-03 01:28:06,에펨코리아,사용자간 불편을 피하고 따뜻한 댓글 부탁드립니다.,False,0,
